airline,source,destination,total_stops,additional_info,price,duration_in_min,journey_day,journey_month,dept_hour,dept_min,arrv_hour,arrv_min
Vistara,Kolkata,Banglore,1,No Info,14360,355,24,3,17,0,22,55
Air India,Kolkata,Banglore,2,No Info,14330,1185,12,5,16,45,12,30
Multiple carriers,Delhi,Cochin,1,No Info,6076,555,27,3,13,5,22,20
SpiceJet,Kolkata,Banglore,0,No Info,4622,160,1,3,6,55,9,35
Jet Airways,Kolkata,Banglore,1,No Info,14388,665,9,5,21,10,8,15
Multiple carriers,Delhi,Cochin,1,No Info,9794,615,21,5,8,45,19,0
IndiGo,Kolkata,Banglore,0,No Info,4804,150,3,6,15,15,17,45
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,450,9,5,21,10,4,40
GoAir,Delhi,Cochin,1,No Info,5842,370,9,5,7,25,13,35
Multiple carriers,Delhi,Cochin,1,No Info,15603,510,3,3,7,0,15,30
IndiGo,Kolkata,Banglore,0,No Info,5618,165,3,3,22,10,0,55
IndiGo,Kolkata,Banglore,0,No Info,6565,155,3,3,14,20,16,55
SpiceJet,Delhi,Cochin,1,No Info,5221,295,15,4,17,55,22,50
Jet Airways,Delhi,Cochin,2,In-flight meal not included,10368,560,27,6,9,40,19,0
Air India,Delhi,Cochin,1,No Info,7480,765,24,6,20,40,9,25
Jet Airways,Delhi,Cochin,2,No Info,13882,1490,12,6,11,45,12,35
IndiGo,Delhi,Cochin,1,No Info,6442,560,24,6,6,50,16,10
IndiGo,Banglore,Delhi,0,No Info,4823,175,24,6,7,10,10,5
SpiceJet,Kolkata,Banglore,0,No Info,3873,150,21,5,17,10,19,40
Jet Airways,Kolkata,Banglore,1,No Info,12121,1075,1,5,17,0,10,55
IndiGo,Banglore,Delhi,0,No Info,4423,170,27,4,10,10,13,0
Air India,Kolkata,Banglore,0,No Info,5510,150,24,6,14,15,16,45
Jet Airways,Banglore,Delhi,0,No Info,7229,180,6,4,8,20,11,20
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10577,1010,9,6,19,45,12,35
Jet Airways,Mumbai,Hyderabad,0,No Info,8040,90,27,3,10,20,11,50
Jet Airways,Delhi,Cochin,1,No Info,14714,360,3,6,13,0,19,0
Jet Airways,Banglore,Delhi,0,In-flight meal not included,7229,165,9,6,6,0,8,45
Multiple carriers,Delhi,Cochin,2,No Info,6653,855,21,3,7,5,21,20
IndiGo,Delhi,Cochin,1,No Info,6442,665,24,6,5,5,16,10
IndiGo,Kolkata,Banglore,0,No Info,4804,160,12,5,21,25,0,5
Air India,Delhi,Cochin,2,No Info,9417,1210,9,5,13,15,9,25
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,1495,24,5,18,55,19,50
Jet Airways,Banglore,Delhi,0,No Info,7229,180,12,5,17,45,20,45
Jet Airways,Delhi,Cochin,1,In-flight meal not included,15400,590,6,3,9,0,18,50
IndiGo,Delhi,Cochin,1,No Info,6416,750,15,6,8,30,21,0
Air India,Banglore,Delhi,0,No Info,5176,170,3,4,13,20,16,10
IndiGo,Delhi,Cochin,1,No Info,9264,575,21,3,16,0,1,35
Multiple carriers,Delhi,Cochin,1,No Info,13587,720,6,6,9,0,21,0
SpiceJet,Chennai,Kolkata,0,No Info,3597,135,1,5,8,20,10,35
Air Asia,Banglore,Delhi,0,No Info,4282,170,27,4,4,55,7,45
Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,4995,85,27,6,7,5,8,30
IndiGo,Kolkata,Banglore,0,No Info,4804,155,1,6,20,20,22,55
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,590,6,5,6,30,16,20
Jet Airways,Delhi,Cochin,1,No Info,14714,885,1,6,21,50,12,35
Jet Airways,Kolkata,Banglore,1,No Info,14571,730,6,6,21,10,9,20
Jet Airways,Banglore,Delhi,1,In-flight meal not included,7832,1425,21,3,11,40,11,25
Jet Airways,Kolkata,Banglore,1,No Info,11467,1295,1,4,20,25,18,0
Jet Airways,Kolkata,Banglore,1,No Info,10953,1075,9,5,17,0,10,55
IndiGo,Kolkata,Banglore,0,No Info,4148,160,9,3,20,25,23,5
SpiceJet,Kolkata,Banglore,0,No Info,3873,145,9,5,9,0,11,25
IndiGo,Banglore,Delhi,0,No Info,3943,170,27,4,22,10,1,0
Air Asia,Delhi,Cochin,1,No Info,6151,330,27,3,16,45,22,15
Vistara,Mumbai,Hyderabad,1,No Info,12080,850,12,3,8,45,22,55
Jet Airways,Kolkata,Banglore,1,No Info,13584,845,9,5,20,0,10,5
IndiGo,Delhi,Cochin,1,No Info,6979,845,6,5,11,25,1,30
Air Asia,Banglore,Delhi,0,No Info,4482,165,9,3,23,25,2,10
IndiGo,Kolkata,Banglore,1,No Info,6284,325,1,4,18,5,23,30
IndiGo,Kolkata,Banglore,1,No Info,4226,220,24,5,19,35,23,15
IndiGo,Delhi,Cochin,1,No Info,6442,570,9,3,6,40,16,10
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373,520,18,5,19,45,4,25
Jet Airways,Banglore,Delhi,1,No Info,11297,550,12,3,5,50,15,0
Air India,Kolkata,Banglore,2,No Info,14083,920,24,5,10,0,1,20
Jet Airways,Delhi,Cochin,0,In-flight meal not included,7202,195,3,6,11,0,14,15
Multiple carriers,Delhi,Cochin,1,No Info,11667,590,21,3,9,0,18,50
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,1400,24,5,18,55,18,15
Air India,Banglore,Delhi,1,No Info,5932,1265,15,3,11,50,8,55
Multiple carriers,Delhi,Cochin,1,No Info,9001,630,24,6,8,45,19,15
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,13469,395,6,6,17,0,23,35
IndiGo,Mumbai,Hyderabad,0,No Info,2227,90,15,6,21,20,22,50
IndiGo,Delhi,Cochin,1,No Info,5636,315,15,5,7,15,12,30
Multiple carriers,Delhi,Cochin,2,No Info,15965,625,6,6,15,5,1,30
IndiGo,Delhi,Cochin,1,No Info,5054,305,24,6,20,25,1,30
Multiple carriers,Delhi,Cochin,1,In-flight meal not included,5999,540,21,3,7,10,16,10
IndiGo,Banglore,Delhi,0,No Info,4823,175,1,5,7,10,10,5
SpiceJet,Kolkata,Banglore,1,No Info,8479,435,12,6,11,35,18,50
Vistara,Kolkata,Banglore,1,No Info,8452,930,15,5,7,10,22,40
Jet Airways,Delhi,Cochin,1,No Info,14924,660,3,6,8,0,19,0
Air India,Delhi,Cochin,2,No Info,10441,1410,3,6,19,45,19,15
Multiple carriers,Delhi,Cochin,1,No Info,7485,900,21,5,6,0,21,0
Jet Airways,Banglore,Delhi,0,In-flight meal not included,6478,180,6,6,8,20,11,20
Jet Airways,Delhi,Cochin,2,No Info,15129,1775,27,5,13,25,19,0
IndiGo,Kolkata,Banglore,1,No Info,3809,265,1,5,19,20,23,45
Jet Airways,Delhi,Cochin,1,1 Long layover,18581,660,24,6,8,0,19,0
IndiGo,Kolkata,Banglore,0,No Info,5224,155,9,6,22,15,0,50
IndiGo,Delhi,Cochin,1,No Info,8330,500,9,5,17,10,1,30
Air India,Banglore,Delhi,0,No Info,6961,165,9,6,10,0,12,45
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,660,9,6,8,0,19,0
IndiGo,Mumbai,Hyderabad,0,No Info,2754,90,21,6,2,35,4,5
Multiple carriers,Delhi,Cochin,1,No Info,13727,630,18,5,15,0,1,30
GoAir,Banglore,Delhi,0,No Info,3898,165,27,4,20,55,23,40
Jet Airways,Banglore,Delhi,1,In-flight meal not included,11087,810,12,3,22,55,12,25
Air Asia,Banglore,Delhi,0,No Info,3383,170,6,4,23,55,2,45
Jet Airways,Delhi,Cochin,1,No Info,12557,1520,21,3,17,30,18,50
Jet Airways,Delhi,Cochin,2,In-flight meal not included,8273,1325,21,3,6,20,4,25
Air India,Mumbai,Hyderabad,2,No Info,9736,545,12,3,10,5,19,10
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,1530,24,6,17,30,19,0
Jet Airways,Delhi,Cochin,2,No Info,11664,810,9,4,5,30,19,0
IndiGo,Banglore,Delhi,0,No Info,4591,170,1,5,23,30,2,20
Jet Airways,Banglore,Delhi,1,In-flight meal not included,13502,305,18,3,14,5,19,10
Air India,Delhi,Cochin,1,No Info,8372,375,27,6,13,0,19,15
Air India,Banglore,Delhi,0,No Info,6121,165,21,4,6,10,8,55
Vistara,Banglore,Delhi,0,No Info,5613,155,21,3,16,0,18,35
IndiGo,Delhi,Cochin,1,No Info,5298,320,6,4,6,50,12,10
Jet Airways,Delhi,Cochin,1,No Info,15764,1050,9,3,2,15,19,45
Air Asia,Delhi,Cochin,1,No Info,6253,870,15,6,7,55,22,25
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8586,375,18,5,5,45,12,0
Jet Airways,Delhi,Cochin,2,No Info,12273,1325,27,3,6,20,4,25
IndiGo,Mumbai,Hyderabad,0,No Info,2227,90,15,5,21,20,22,50
Jet Airways,Banglore,Delhi,0,In-flight meal not included,5769,180,12,6,19,50,22,50
Vistara,Delhi,Cochin,0,No Info,6216,190,18,4,14,40,17,50
IndiGo,Delhi,Cochin,1,No Info,6386,345,3,6,2,0,7,45
Multiple carriers,Delhi,Cochin,1,No Info,16108,555,1,6,10,0,19,15
SpiceJet,Kolkata,Banglore,0,No Info,3873,140,24,5,22,20,0,40
IndiGo,Delhi,Cochin,1,No Info,6270,895,9,4,10,35,1,30
Air India,Banglore,Delhi,0,No Info,5911,170,12,4,21,5,23,55
Multiple carriers,Delhi,Cochin,1,No Info,15077,605,6,3,9,10,19,15
Jet Airways,Banglore,Delhi,1,No Info,31825,890,1,3,20,35,11,25
SpiceJet,Kolkata,Banglore,1,No Info,8479,435,6,5,11,35,18,50
Vistara,Kolkata,Banglore,1,No Info,9397,1555,12,5,7,10,9,5
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,1655,3,6,9,0,12,35
IndiGo,Delhi,Cochin,0,No Info,4729,195,3,4,5,35,8,50
Jet Airways,Delhi,Cochin,1,No Info,14714,1530,1,6,17,30,19,0
IndiGo,Kolkata,Banglore,0,No Info,4804,155,15,5,17,15,19,50
IndiGo,Kolkata,Banglore,0,No Info,4804,165,3,6,20,25,23,10
Air India,Mumbai,Hyderabad,0,No Info,2050,80,1,4,21,5,22,25
Multiple carriers,Delhi,Cochin,1,No Info,8371,705,27,3,7,30,19,15
Multiple carriers,Delhi,Cochin,1,No Info,12192,540,27,6,10,0,19,0
Multiple carriers Premium economy,Delhi,Cochin,1,No Info,14629,770,21,3,6,0,18,50
IndiGo,Banglore,Delhi,0,No Info,4823,175,9,4,18,25,21,20
Multiple carriers,Delhi,Cochin,1,No Info,14323,375,9,5,13,0,19,15
Jet Airways,Delhi,Cochin,2,No Info,15129,1390,9,5,13,25,12,35
IndiGo,Delhi,Cochin,1,No Info,6758,860,18,5,6,40,21,0
Multiple carriers,Delhi,Cochin,1,No Info,14848,615,21,5,9,0,19,15
Air India,Banglore,Delhi,2,No Info,12358,1670,3,3,6,45,10,35
Jet Airways,Banglore,Delhi,0,In-flight meal not included,4030,185,21,5,18,55,22,0
Air India,Kolkata,Banglore,0,No Info,4960,150,9,3,14,15,16,45
Air India,Delhi,Cochin,2,No Info,8656,1595,27,3,16,40,19,15
IndiGo,Delhi,Cochin,1,No Info,14871,710,6,3,9,10,21,0
GoAir,Delhi,Cochin,1,No Info,4563,440,27,3,6,0,13,20
IndiGo,Mumbai,Hyderabad,0,No Info,4784,85,6,3,21,20,22,45
IndiGo,Banglore,Delhi,0,No Info,4823,170,1,6,20,0,22,50
Vistara,Chennai,Kolkata,0,No Info,3687,135,3,5,7,5,9,20
Jet Airways,Banglore,Delhi,0,No Info,7229,175,27,4,15,15,18,10
Jet Airways,Banglore,Delhi,0,No Info,7229,180,15,4,7,10,10,10
Air India,Delhi,Cochin,1,No Info,7174,1010,21,4,6,10,23,0
Air India,Delhi,Cochin,2,No Info,11071,1490,21,3,6,50,7,40
IndiGo,Delhi,Cochin,1,No Info,6979,965,15,5,4,55,21,0
IndiGo,Chennai,Kolkata,0,No Info,3850,140,15,5,7,55,10,15
Jet Airways,Kolkata,Banglore,1,No Info,13044,800,12,6,20,0,9,20
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373,450,18,5,20,55,4,25
Air India,Delhi,Cochin,2,No Info,13801,1100,18,5,13,20,7,40
IndiGo,Banglore,Delhi,0,No Info,4823,170,1,6,8,30,11,20
Air India,Delhi,Cochin,1,No Info,6587,1535,9,6,5,15,6,50
IndiGo,Mumbai,Hyderabad,0,No Info,2227,95,3,6,20,5,21,40
Jet Airways,Kolkata,Banglore,1,No Info,14151,1285,9,6,17,0,14,25
Air India,Banglore,Delhi,2,No Info,25430,2315,1,3,8,50,23,25
SpiceJet,Banglore,Delhi,0,No check-in baggage included,4319,175,27,6,21,10,0,5
Air India,Delhi,Cochin,1,No Info,14462,1660,3,3,4,0,7,40
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8586,1655,21,5,6,30,10,5
Air India,Kolkata,Banglore,1,No Info,7662,675,9,6,9,50,21,5
Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,4995,85,3,5,7,5,8,30
Multiple carriers,Delhi,Cochin,1,No Info,7408,720,9,6,9,0,21,0
Jet Airways,Mumbai,Hyderabad,0,No Info,5678,90,15,3,19,35,21,5
Jet Airways,Mumbai,Hyderabad,0,No Info,5678,90,9,6,19,35,21,5
Jet Airways,Banglore,Delhi,1,No Info,26890,950,1,3,8,55,0,45
Air India,Mumbai,Hyderabad,2,No Info,13904,2245,6,3,6,0,19,25
Jet Airways,Delhi,Cochin,2,In-flight meal not included,15318,505,1,6,20,0,4,25
Vistara,Kolkata,Banglore,1,No Info,8452,1580,15,5,20,20,22,40
IndiGo,Delhi,Cochin,1,No Info,6314,625,9,6,10,35,21,0
Air India,Kolkata,Banglore,1,No Info,10203,625,1,5,10,0,20,25
SpiceJet,Chennai,Kolkata,0,No Info,3597,135,15,6,8,20,10,35
Multiple carriers,Delhi,Cochin,1,No Info,8266,535,12,6,10,20,19,15
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373,885,18,5,21,50,12,35
Jet Airways,Banglore,Delhi,1,No Info,36235,435,1,3,14,5,21,20
IndiGo,Delhi,Cochin,1,No Info,14871,755,3,3,8,25,21,0
Jet Airways,Banglore,Delhi,0,No Info,7229,180,12,4,17,45,20,45
IndiGo,Kolkata,Banglore,0,No Info,4804,155,24,4,22,15,0,50
IndiGo,Banglore,Delhi,0,No Info,7303,175,3,3,20,0,22,55
Multiple carriers,Delhi,Cochin,1,No Info,13587,570,1,6,11,30,21,0
Multiple carriers,Delhi,Cochin,1,No Info,7740,455,18,5,14,55,22,30
IndiGo,Chennai,Kolkata,0,No Info,7295,145,1,3,14,40,17,5
Multiple carriers,Delhi,Cochin,1,No Info,18916,440,3,3,18,15,1,35
Multiple carriers,Delhi,Cochin,1,No Info,8266,385,21,5,12,50,19,15
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373,1570,18,5,2,15,4,25
Multiple carriers,Delhi,Cochin,1,No Info,11188,555,18,5,13,15,22,30
Jet Airways,Kolkata,Banglore,1,No Info,14151,505,18,5,9,35,18,0
Jet Airways,Delhi,Cochin,1,No Info,14714,660,1,6,8,0,19,0
Jet Airways,Banglore,Delhi,0,No Info,7229,180,6,4,7,10,10,10
Jet Airways,Delhi,Cochin,1,No Info,12242,1165,27,3,9,0,4,25
Jet Airways,Banglore,Delhi,1,In-flight meal not included,9134,325,15,3,7,0,12,25
IndiGo,Banglore,Delhi,0,No Info,3943,170,1,5,22,10,1,0
Air India,Banglore,Delhi,0,No Info,6961,165,1,6,10,0,12,45
Jet Airways,Mumbai,Hyderabad,2,No Info,23843,500,12,3,8,15,16,35
SpiceJet,Chennai,Kolkata,0,No Info,3597,135,24,5,9,45,12,0
Multiple carriers,Delhi,Cochin,1,No Info,7408,480,27,6,13,0,21,0
SpiceJet,Banglore,Delhi,0,No check-in baggage included,3257,160,27,5,5,55,8,35
SpiceJet,Mumbai,Hyderabad,0,No check-in baggage included,1965,90,6,5,5,45,7,15
Multiple carriers,Delhi,Cochin,1,No Info,9100,755,27,3,6,40,19,15
Air India,Mumbai,Hyderabad,0,No Info,3100,75,18,6,19,30,20,45
Jet Airways,Banglore,Delhi,1,No Info,26890,625,1,3,8,0,18,25
Jet Airways,Banglore,Delhi,0,No Info,8016,180,24,6,17,45,20,45
Air India,Kolkata,Banglore,1,No Info,12173,1435,24,3,20,30,20,25
IndiGo,Delhi,Cochin,1,No Info,8784,965,27,5,4,55,21,0
IndiGo,Delhi,Cochin,1,No Info,5298,320,9,5,6,50,12,10
Jet Airways,Banglore,Delhi,1,In-flight meal not included,11087,1475,9,3,8,55,9,30
SpiceJet,Delhi,Cochin,1,No Info,5409,295,9,6,17,55,22,50
GoAir,Delhi,Cochin,1,No Info,5842,370,1,5,7,25,13,35
Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,2228,90,18,3,15,50,17,20
SpiceJet,Chennai,Kolkata,0,No check-in baggage included,3543,140,6,5,17,45,20,5
IndiGo,Kolkata,Banglore,1,No Info,7228,315,21,5,21,0,2,15
IndiGo,Delhi,Cochin,1,No Info,6287,425,15,4,5,5,12,10
Multiple carriers,Delhi,Cochin,1,No Info,13377,750,27,6,13,0,1,30
IndiGo,Kolkata,Banglore,0,No Info,6985,165,3,3,17,15,20,0
Air India,Delhi,Cochin,1,No Info,8372,375,3,6,13,0,19,15
Air India,Kolkata,Banglore,2,No Info,14687,1200,21,5,9,25,5,25
Jet Airways,Delhi,Cochin,0,No Info,9564,195,9,3,11,0,14,15
Vistara,Mumbai,Hyderabad,1,No Info,12080,480,12,3,8,45,16,45
Multiple carriers,Delhi,Cochin,2,No Info,18275,460,3,6,17,50,1,30
IndiGo,Delhi,Cochin,1,No Info,6093,810,6,6,7,30,21,0
Jet Airways,Delhi,Cochin,2,No Info,14861,1365,9,3,5,40,4,25
IndiGo,Kolkata,Banglore,0,No Info,4804,155,18,5,11,30,14,5
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9314,1365,1,5,20,25,19,10
Multiple carriers,Delhi,Cochin,1,No Info,9794,615,9,5,8,45,19,0
Jet Airways,Delhi,Cochin,2,In-flight meal not included,13029,810,21,5,5,30,19,0
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841,150,3,6,17,10,19,40
Jet Airways,Banglore,Delhi,1,No Info,12284,315,18,3,8,0,13,15
Jet Airways,Delhi,Cochin,1,No Info,14714,395,9,6,21,50,4,25
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,7064,965,1,4,6,30,22,35
Jet Airways,Banglore,Delhi,0,In-flight meal not included,5198,180,18,5,7,10,10,10
Jet Airways,Kolkata,Banglore,1,No Info,14781,590,15,5,6,30,16,20
Air India,Delhi,Cochin,2,No Info,13381,1380,24,6,20,15,19,15
Air India,Delhi,Cochin,0,No Info,6094,170,1,6,5,10,8,0
IndiGo,Delhi,Cochin,1,No Info,5298,320,1,6,6,50,12,10
Multiple carriers,Delhi,Cochin,1,No Info,7408,660,27,6,10,0,21,0
Jet Airways,Kolkata,Banglore,1,No Info,14388,890,12,5,21,10,12,0
Air India,Delhi,Cochin,2,No Info,9443,1410,24,6,19,45,19,15
Air India,Delhi,Cochin,2,No Info,11762,2170,3,3,7,5,19,15
Air India,Delhi,Cochin,1,No Info,7480,1255,27,6,12,30,9,25
IndiGo,Delhi,Cochin,0,No Info,5406,195,15,3,5,35,8,50
Jet Airways,Delhi,Cochin,0,No Info,9564,195,12,6,11,0,14,15
Jet Airways,Delhi,Cochin,2,In-flight meal not included,10368,560,9,6,9,40,19,0
IndiGo,Delhi,Cochin,1,No Info,5636,315,9,5,7,15,12,30
SpiceJet,Mumbai,Hyderabad,0,No check-in baggage included,1965,90,9,5,22,45,0,15
Jet Airways,Kolkata,Banglore,1,No Info,12739,450,12,6,21,10,4,40
IndiGo,Kolkata,Banglore,0,No Info,4148,155,12,3,14,20,16,55
IndiGo,Delhi,Cochin,1,No Info,7191,860,9,5,6,40,21,0
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,1280,6,6,7,5,4,25
Vistara,Kolkata,Banglore,1,No Info,12312,630,24,3,9,55,20,25
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,1485,3,6,18,15,19,0
Jet Airways,Delhi,Cochin,0,No Info,9564,195,15,6,11,0,14,15
Jet Airways,Kolkata,Banglore,1,No Info,13759,1335,24,3,6,30,4,45
Vistara,Kolkata,Banglore,1,No Info,8610,1640,6,5,17,0,20,20
Jet Airways,Delhi,Cochin,1,No Info,14714,360,15,6,13,0,19,0
IndiGo,Banglore,Delhi,0,No Info,4823,170,3,6,8,30,11,20
Air Asia,Delhi,Cochin,1,No Info,6451,470,27,5,7,55,15,45
Jet Airways,Delhi,Cochin,1,No Info,16079,300,21,5,14,0,19,0
Jet Airways,Delhi,Cochin,0,In-flight meal not included,7202,195,1,6,11,0,14,15
IndiGo,Banglore,Delhi,0,No Info,4944,170,24,3,23,30,2,20
SpiceJet,Banglore,Delhi,0,No Info,3625,160,1,6,5,55,8,35
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,1315,9,5,14,5,12,0
Multiple carriers,Delhi,Cochin,1,No Info,9794,520,15,5,10,20,19,0
SpiceJet,Mumbai,Hyderabad,0,No Info,2437,90,1,5,13,15,14,45
Multiple carriers,Delhi,Cochin,1,No Info,13377,930,15,6,10,0,1,30
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8586,520,6,6,20,0,4,40
Jet Airways,Banglore,Delhi,1,No Info,19225,380,6,3,8,55,15,15
Jet Airways,Delhi,Cochin,1,No Info,15554,335,18,5,22,50,4,25
Jet Airways,Kolkata,Banglore,1,No Info,12121,750,1,5,9,35,22,5
IndiGo,Banglore,Delhi,0,No Info,3943,170,27,5,10,10,13,0
Jet Airways,Banglore,Delhi,1,No Info,13555,695,18,3,21,25,9,0
IndiGo,Banglore,Delhi,0,No Info,4990,185,21,6,18,15,21,20
Air India,Delhi,Cochin,1,No Info,8854,1590,6,3,20,30,23,0
Multiple carriers,Delhi,Cochin,1,No Info,7878,540,27,5,7,10,16,10
Vistara,Banglore,Delhi,0,No Info,8028,165,3,3,9,50,12,35
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8586,800,9,5,18,55,8,15
Air India,Kolkata,Banglore,2,No Info,15164,1215,1,5,17,30,13,45
Jet Airways,Banglore,Delhi,1,No Info,12284,495,18,3,7,0,15,15
Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,4995,85,21,6,7,5,8,30
Multiple carriers,Delhi,Cochin,1,No Info,10051,630,27,5,8,45,19,15
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,1200,21,5,14,5,10,5
Air India,Kolkata,Banglore,2,No Info,14424,1345,1,5,7,0,5,25
Jet Airways,Delhi,Cochin,1,No Info,14714,540,15,6,10,0,19,0
Air India,Mumbai,Hyderabad,0,No Info,3100,90,24,5,13,55,15,25
IndiGo,Delhi,Cochin,1,No Info,6493,320,6,6,17,5,22,25
Jet Airways,Kolkata,Banglore,1,No Info,14571,1025,6,6,6,30,23,35
Jet Airways,Delhi,Cochin,2,In-flight meal not included,10368,810,15,6,5,30,19,0
Jet Airways,Delhi,Cochin,1,No Info,14714,805,3,6,15,0,4,25
SpiceJet,Chennai,Kolkata,0,No check-in baggage included,3543,135,18,5,8,20,10,35
Air Asia,Kolkata,Banglore,1,No Info,6810,710,6,6,7,35,19,25
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,5201,150,24,3,9,0,11,30
Multiple carriers,Delhi,Cochin,1,No Info,13377,480,24,6,17,30,1,30
Multiple carriers Premium economy,Delhi,Cochin,1,No Info,14629,680,21,3,7,30,18,50
IndiGo,Delhi,Cochin,1,No Info,6093,810,9,4,7,30,21,0
Multiple carriers,Delhi,Cochin,3,No Info,15419,835,12,6,11,35,1,30
Air India,Kolkata,Banglore,2,No Info,13484,1255,21,5,16,50,13,45
Air India,Delhi,Cochin,1,No Info,8372,640,18,5,21,0,7,40
Air India,Banglore,Delhi,2,No Info,8534,1625,15,3,8,15,11,20
Jet Airways,Banglore,Delhi,0,In-flight meal not included,4030,180,15,5,17,45,20,45
Jet Airways,Delhi,Cochin,2,No Info,13292,1130,24,6,9,35,4,25
Air India,Delhi,Cochin,1,No Info,16754,675,9,3,8,0,19,15
IndiGo,Kolkata,Banglore,0,No Info,6565,160,1,3,17,15,19,55
Jet Airways,Delhi,Cochin,1,No Info,16079,1210,27,5,22,50,19,0
Jet Airways,Delhi,Cochin,2,In-flight meal not included,11507,910,9,5,21,25,12,35
Vistara,Mumbai,Hyderabad,1,No Info,12395,1555,6,3,7,30,9,25
IndiGo,Banglore,Delhi,1,No Info,22153,300,1,3,19,35,0,35
Jet Airways,Delhi,Cochin,2,In-flight meal not included,10919,1790,27,6,6,45,12,35
Jet Airways,Kolkata,Banglore,1,No Info,13759,455,24,3,21,10,4,45
Air India,Delhi,Cochin,0,No Info,6094,170,18,4,5,10,8,0
Air India,Kolkata,Banglore,2,No Info,11542,1700,21,5,9,25,13,45
Jet Airways,Banglore,Delhi,1,No Info,25735,1365,1,3,11,40,10,25
Jet Airways,Banglore,Delhi,1,No Info,17471,1450,6,3,22,50,23,0
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,425,9,6,16,30,23,35
Air India,Delhi,Cochin,1,No Info,8372,760,3,6,19,0,7,40
IndiGo,Chennai,Kolkata,0,No Info,3858,145,15,6,11,35,14,0
IndiGo,Banglore,Delhi,0,No Info,5694,165,15,3,1,30,4,15
Jet Airways,Delhi,Cochin,1,No Info,17234,1475,3,3,18,15,18,50
Jet Airways,Delhi,Cochin,2,No Info,11546,1140,9,4,9,25,4,25
Vistara,Banglore,Delhi,0,No Info,8028,160,3,3,7,0,9,40
Jet Airways,Banglore,Delhi,0,No Info,8016,180,15,6,19,50,22,50
Air India,Kolkata,Banglore,1,No Info,10413,1435,24,5,20,30,20,25
Air India,Banglore,Delhi,2,No Info,11948,665,12,3,11,5,22,10
Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,3205,90,1,4,10,20,11,50
IndiGo,Banglore,Delhi,0,No Info,4423,170,18,5,13,0,15,50
Vistara,Banglore,Delhi,0,No Info,4878,160,24,3,7,0,9,40
IndiGo,Delhi,Cochin,1,No Info,5912,310,15,4,17,5,22,15
Air India,Kolkata,Banglore,2,No Info,11411,1625,12,5,5,50,8,55
Multiple carriers,Delhi,Cochin,1,No Info,7618,840,24,6,7,0,21,0
Jet Airways,Banglore,Delhi,0,No Info,7229,175,12,4,15,15,18,10
IndiGo,Delhi,Cochin,1,No Info,6147,290,27,6,15,10,20,0
Jet Airways,Delhi,Cochin,2,No Info,14237,600,15,6,18,25,4,25
IndiGo,Delhi,Cochin,1,No Info,6101,355,21,3,7,45,13,40
Air India,Kolkata,Banglore,2,No Info,12324,765,21,5,16,50,5,35
Vistara,Banglore,Delhi,1,No Info,18387,915,1,3,6,40,21,55
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,745,3,6,16,0,4,25
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,600,15,6,9,0,19,0
Jet Airways,Banglore,Delhi,0,No Info,7229,180,21,4,7,10,10,10
Air Asia,Kolkata,Banglore,0,No Info,3807,150,27,6,22,50,1,20
Multiple carriers,Delhi,Cochin,1,No Info,7695,620,21,3,15,15,1,35
Air India,Kolkata,Banglore,2,No Info,12723,1625,18,5,5,50,8,55
SpiceJet,Mumbai,Hyderabad,0,No check-in baggage included,2175,90,15,5,13,15,14,45
IndiGo,Delhi,Cochin,1,No Info,6628,975,27,5,9,15,1,30
